City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
268,Mangrol,IN,2020-11-07 18:32:35,21.12,70.12,79.93,54,0,2.44,clear sky
269,Solwezi,ZM,2020-11-07 18:32:35,-12.17,26.39,71.46,28,0,3.6,clear sky
270,Puerto Leguizamo,CO,2020-11-07 18:32:32,-0.19,-74.78,90.1,50,97,5.79,heavy intensity rain
271,Namibe,AO,2020-11-07 18:32:35,-15.2,12.15,71.06,66,54,11.86,broken clouds
272,Urucui,BR,2020-11-07 18:32:35,-7.23,-44.56,92.19,45,28,9.55,scattered clouds
273,Davidson,US,2020-11-07 18:29:23,36.15,-86.78,75.99,47,20,5.82,few clouds
274,Empalme,MX,2020-11-07 18:32:36,27.97,-110.82,84.99,78,40,17.22,scattered clouds
275,Ovsyanka,RU,2020-11-07 18:32:36,55.96,92.55,42.8,81,40,8.95,scattered clouds
276,Methoni,GR,2020-11-07 18:32:18,36.82,21.7,62.6,45,0,11.3,clear sky
277,Narrabri,AU,2020-11-07 18:32:36,-30.32,149.78,57.2,67,0,14.99,clear sky
278,Karasjok,NO,2020-11-07 18:32:37,69.47,25.51,35.6,80,61,54.13,broken clouds
279,Kahului,US,2020-11-07 18:31:34,20.89,-156.47,75.99,83,40,14.99,scattered clouds
280,Kempsey,AU,2020-11-07 18:32:37,-31.08,152.83,57.99,85,35,1.01,scattered clouds
281,Bubaque,GW,2020-11-07 18:32:37,11.28,-15.83,85.41,74,1,12.39,clear sky
282,Waipawa,NZ,2020-11-07 18:32:37,-41.41,175.52,61.0,100,98,11.41,heavy intensity rain
283,San Francisco,US,2020-11-07 18:31:46,37.77,-122.42,57.2,58,20,10.29,few clouds
284,Itoman,JP,2020-11-07 18:32:37,26.12,127.67,75.2,100,20,3.36,few clouds
285,Tuatapere,NZ,2020-11-07 18:32:38,-46.13,167.68,46.99,74,55,10.0,broken clouds
286,Dunedin,NZ,2020-11-07 18:32:38,-45.87,170.5,48.99,76,100,9.98,overcast clouds
287,Port-Gentil,GA,2020-11-07 18:32:38,-0.72,8.78,80.6,88,40,12.75,scattered clouds
288,Sterling,US,2020-11-07 18:32:11,39.01,-77.43,75.2,31,20,3.36,few clouds
289,Morro Bay,US,2020-11-07 18:32:38,35.37,-120.85,57.99,73,15,5.01,few clouds
290,Gerash,IR,2020-11-07 18:32:38,27.67,54.14,64.4,34,0,6.93,clear sky
291,Russell,US,2020-11-07 18:32:39,32.35,-85.2,70.0,88,90,4.7,light intensity drizzle
292,Bambous Virieux,MU,2020-11-07 18:31:26,-20.34,57.76,73.4,78,40,8.05,scattered clouds
293,Sioux Lookout,CA,2020-11-07 18:30:48,50.1,-91.92,32.0,80,90,5.82,overcast clouds
294,Goba,ET,2020-11-07 18:32:39,7.02,39.98,50.77,90,100,1.72,overcast clouds
295,Lanxi,CN,2020-11-07 18:32:39,29.22,119.48,58.59,64,5,2.82,clear sky
296,Waingapu,ID,2020-11-07 18:32:39,-9.66,120.26,80.17,71,100,0.65,overcast clouds
297,Mahenge,TZ,2020-11-07 18:32:39,-8.68,36.72,70.23,81,0,5.53,clear sky
298,Asau,RO,2020-11-07 18:31:20,46.43,26.4,39.0,97,0,2.1,light rain
299,Luau,AO,2020-11-07 18:32:40,-10.71,22.22,65.35,89,94,3.53,overcast clouds
300,Ojinaga,MX,2020-11-07 18:32:40,29.57,-104.42,78.01,27,1,6.93,clear sky
301,Ayan,RU,2020-11-07 18:32:40,56.45,138.17,12.61,86,85,17.72,overcast clouds
302,Jawhar,SO,2020-11-07 18:32:33,2.78,45.5,77.47,85,90,6.58,light rain
303,Margherita,IN,2020-11-07 18:32:40,27.28,95.68,64.6,76,0,1.81,clear sky
304,Tarnos,FR,2020-11-07 18:32:40,43.54,-1.46,63.0,72,0,6.93,clear sky
305,Termoli,IT,2020-11-07 18:32:41,41.99,14.99,54.0,86,0,3.02,clear sky
306,Point Pedro,LK,2020-11-07 18:32:41,9.82,80.23,82.26,80,82,13.33,light rain
307,Gedo,ET,2020-11-07 18:32:41,9.02,37.45,54.57,78,100,3.47,overcast clouds
308,Kutum,SD,2020-11-07 18:32:41,14.2,24.67,70.54,24,1,12.71,clear sky
309,Chuy,UY,2020-11-07 18:30:59,-33.7,-53.46,68.81,71,23,11.92,few clouds
310,Codrington,AU,2020-11-07 18:32:41,-38.27,141.97,40.53,93,6,6.73,clear sky
311,Camapua,BR,2020-11-07 18:32:42,-19.53,-54.04,98.62,22,0,5.46,clear sky
312,Poum,NC,2020-11-07 18:31:55,-20.23,164.02,76.44,73,1,13.69,clear sky
313,Warri,NG,2020-11-07 18:29:33,5.52,5.75,77.92,87,100,7.38,moderate rain
314,New Richmond,US,2020-11-07 18:32:42,45.12,-92.54,69.01,59,1,17.22,clear sky
315,Charcas,MX,2020-11-07 18:29:47,23.13,-101.12,63.73,30,59,4.23,broken clouds
316,Sitka,US,2020-11-07 18:32:42,57.05,-135.33,34.38,84,100,2.24,overcast clouds
317,Sicula,RO,2020-11-07 18:32:42,46.43,21.75,42.8,93,0,1.12,clear sky
318,Nigde,TR,2020-11-07 18:32:42,37.83,34.75,39.36,77,6,7.7,clear sky
319,Campoverde,PE,2020-11-07 18:32:43,-8.48,-74.81,93.2,52,40,8.05,scattered clouds
320,Mikhaylovsk,RU,2020-11-07 18:32:43,45.13,42.03,82.27,81,75,22.37,broken clouds
321,Wang Saphung,TH,2020-11-07 18:32:43,17.3,101.77,71.44,85,19,1.79,few clouds
322,Hambantota,LK,2020-11-07 18:31:44,6.12,81.12,77.0,100,5,3.36,moderate rain
323,Avera,US,2020-11-07 18:32:43,33.19,-82.53,77.0,65,40,10.29,scattered clouds
324,Anadyr,RU,2020-11-07 18:32:43,64.75,177.48,15.8,92,40,6.71,scattered clouds
325,Zambezi,ZM,2020-11-07 18:32:44,-13.54,23.1,78.17,34,10,3.56,clear sky
326,Road Town,VG,2020-11-07 18:32:44,18.42,-64.62,84.99,74,40,10.29,scattered clouds
327,Ituiutaba,BR,2020-11-07 18:32:44,-18.97,-49.47,93.04,29,77,4.29,broken clouds
328,Klaksvik,FO,2020-11-07 18:32:44,62.23,-6.59,39.2,86,67,8.08,broken clouds
329,Bac Lieu,VN,2020-11-07 18:32:00,9.29,105.72,78.53,87,73,8.59,broken clouds
330,Oleksandrivka,UA,2020-11-07 18:32:44,48.96,32.23,48.15,85,99,8.97,overcast clouds
331,Bhadrachalam,IN,2020-11-07 18:32:44,17.67,80.88,72.1,88,7,1.57,clear sky
332,Siddharthanagar,NP,2020-11-07 18:32:45,27.5,83.45,66.65,68,0,2.13,clear sky
333,Glamang,PH,2020-11-07 18:32:45,6.16,125.08,73.96,86,100,2.15,overcast clouds
334,Axim,GH,2020-11-07 18:32:45,4.87,-2.24,78.84,85,62,6.46,light rain
335,Dalton,US,2020-11-07 18:30:03,34.77,-84.97,75.99,53,90,5.53,overcast clouds
336,Alofi,NU,2020-11-07 18:27:53,-19.06,-169.92,75.2,78,3,11.41,clear sky
337,Kibala,TD,2020-11-07 18:32:45,9.11,18.35,82.4,65,0,2.35,clear sky
338,Santander,ES,2020-11-07 18:32:46,43.46,-3.8,63.0,82,20,4.41,few clouds
339,Flin Flon,CA,2020-11-07 18:32:46,54.77,-101.86,19.4,67,90,5.82,overcast clouds
340,Jibuti,DJ,2020-11-07 18:32:46,11.5,42.5,82.4,65,40,15.73,scattered clouds
341,Marabba,SD,2020-11-07 18:32:46,12.35,32.18,83.68,18,65,8.25,broken clouds
342,Powell River,CA,2020-11-07 18:29:23,49.85,-124.54,44.6,75,5,8.05,clear sky
343,Mus,TR,2020-11-07 18:29:34,39.0,41.75,44.13,60,36,3.31,scattered clouds
344,Svetlyy,RU,2020-11-07 18:32:47,54.67,20.13,48.2,93,90,6.71,light intensity drizzle
345,Kango,GA,2020-11-07 18:32:47,0.19,10.1,75.18,94,100,3.56,light rain
346,Sao Jose Da Coroa Grande,BR,2020-11-07 18:32:47,-8.9,-35.15,80.56,77,23,13.94,few clouds
347,Quelimane,MZ,2020-11-07 18:32:47,-17.88,36.89,82.4,74,0,17.22,clear sky
348,Karad,IN,2020-11-07 18:32:47,17.28,74.2,71.53,73,56,8.25,broken clouds
349,Yeppoon,AU,2020-11-07 18:32:48,-23.13,150.73,75.2,64,75,8.05,broken clouds
350,Deputatskiy,RU,2020-11-07 18:32:31,69.3,139.9,-6.43,91,95,3.02,overcast clouds
351,Morondava,MG,2020-11-07 18:32:48,-20.28,44.28,80.22,80,11,7.87,few clouds
352,Moree,AU,2020-11-07 18:32:48,-29.47,149.85,60.8,67,0,10.29,clear sky
353,Ghanzi,BW,2020-11-07 18:32:48,-21.57,21.78,87.82,13,0,4.7,clear sky
354,Qeshm,IR,2020-11-07 18:31:57,26.96,56.27,69.8,83,0,4.7,clear sky
355,Ahuimanu,US,2020-11-07 18:32:49,21.44,-157.84,78.8,83,90,9.17,moderate rain
356,Dandong,CN,2020-11-07 18:32:49,40.13,124.39,35.02,68,0,9.1,clear sky
357,Yaring,TH,2020-11-07 18:32:49,6.87,101.37,78.64,82,62,2.46,broken clouds
358,Batagay,RU,2020-11-07 18:32:49,67.63,134.63,-26.55,84,36,1.3,scattered clouds
359,Ballina,AU,2020-11-07 18:32:49,-28.87,153.57,62.6,93,90,10.29,light rain
360,Conceicao Da Barra,BR,2020-11-07 18:32:49,-18.59,-39.73,80.56,71,0,6.89,clear sky
361,Singaraja,ID,2020-11-07 18:32:50,-8.11,115.09,78.69,68,0,4.59,clear sky
362,Buseresere,TZ,2020-11-07 18:32:50,-3.02,31.87,69.84,80,90,3.31,overcast clouds
363,Biltine,TD,2020-11-07 18:32:50,14.53,20.92,80.83,19,0,9.28,clear sky
364,Lipin Bor,RU,2020-11-07 18:32:50,60.26,37.98,44.08,86,100,16.31,overcast clouds
365,Isangel,VU,2020-11-07 18:32:50,-19.55,169.27,77.36,81,1,7.31,clear sky
366,Huaraz,PE,2020-11-07 18:32:50,-9.53,-77.53,66.79,31,93,2.93,overcast clouds
367,Jonkoping,SE,2020-11-07 18:31:12,57.78,14.16,48.2,93,75,10.29,broken clouds
368,Bafq,IR,2020-11-07 18:32:51,31.61,55.41,61.21,26,20,7.25,few clouds
369,Gat,IL,2020-11-07 18:32:51,31.61,34.76,69.01,76,86,5.06,overcast clouds
370,Lewistown,US,2020-11-07 18:32:51,40.6,-77.57,72.0,40,1,8.05,clear sky
371,Kudahuvadhoo,MV,2020-11-07 18:32:51,2.67,72.89,84.0,68,92,6.87,overcast clouds
372,Hami,CN,2020-11-07 18:32:51,42.8,93.45,35.4,75,73,2.57,broken clouds
373,Port Blair,IN,2020-11-07 18:28:01,11.67,92.75,81.3,79,0,7.76,clear sky
374,Labuhan,ID,2020-11-07 18:32:52,-6.88,112.21,78.91,78,0,7.92,clear sky
375,Puerto Madryn,AR,2020-11-07 18:32:52,-42.77,-65.04,67.32,38,99,23.09,overcast clouds
376,Tessalit,ML,2020-11-07 18:32:52,20.2,1.01,78.57,17,100,11.5,overcast clouds
377,Sinjar,IQ,2020-11-07 18:32:52,36.32,41.88,63.18,49,15,3.91,few clouds
378,Bulungu,CD,2020-11-07 18:32:52,-4.55,18.6,71.92,93,100,1.88,light rain
379,Surgut,RU,2020-11-07 18:32:52,61.25,73.42,33.8,100,75,8.95,broken clouds
380,Saint-Joseph,RE,2020-11-07 18:32:49,-21.37,55.62,73.4,78,75,17.22,broken clouds
381,Yakeshi,CN,2020-11-07 18:32:53,49.28,120.73,6.55,92,0,6.82,clear sky
382,Boa Esperanca,BR,2020-11-07 18:32:53,-21.09,-45.57,87.84,32,9,7.63,clear sky
383,Namatanai,PG,2020-11-07 18:32:53,-3.67,152.43,79.32,76,74,5.26,broken clouds
384,Bonthe,SL,2020-11-07 18:31:57,7.53,-12.51,80.35,82,100,5.53,overcast clouds
385,Storm Lake,US,2020-11-07 18:32:53,42.64,-95.21,72.0,64,1,20.8,clear sky
386,Touros,BR,2020-11-07 18:31:30,-5.2,-35.46,87.8,62,40,14.99,scattered clouds
387,Maymyo,MM,2020-11-07 18:32:54,22.03,96.47,61.75,95,0,2.59,clear sky
388,Rybachiy,RU,2020-11-07 18:32:54,48.71,44.74,41.61,86,75,15.66,broken clouds
389,Tocache,PE,2020-11-07 18:32:54,-8.18,-76.51,93.76,33,51,4.34,broken clouds
390,Rawson,AR,2020-11-07 18:31:02,-43.3,-65.1,69.42,33,100,23.71,overcast clouds
391,Bassar,TG,2020-11-07 18:32:54,9.25,0.78,82.4,65,0,0.02,clear sky
392,Ixtapa,MX,2020-11-07 18:32:54,20.7,-105.2,86.0,51,5,2.24,clear sky
393,Rudnaya Pristan,RU,2020-11-07 18:32:54,44.36,135.81,35.06,82,0,5.17,clear sky
394,Santa Maria,BR,2020-11-07 18:32:55,-29.68,-53.81,86.0,42,0,6.93,clear sky
395,Castro,BR,2020-11-07 18:28:33,-24.79,-50.01,80.53,31,0,3.96,clear sky
396,Marienburg,PL,2020-11-07 18:32:55,54.04,19.03,46.99,92,0,5.99,clear sky
397,Port Hardy,CA,2020-11-07 18:32:27,50.7,-127.42,42.8,60,20,19.46,few clouds
398,Irtyshskiy,RU,2020-11-07 18:32:55,58.33,68.13,35.74,96,100,4.92,overcast clouds
399,Verkhnyaya Inta,RU,2020-11-07 18:32:55,65.98,60.31,30.15,98,100,10.38,overcast clouds
400,Nishihara,JP,2020-11-07 18:32:55,26.18,127.76,75.2,100,1,4.7,clear sky
401,Atambua,ID,2020-11-07 18:32:56,-9.11,124.89,74.88,68,100,2.37,overcast clouds
402,Kavaratti,IN,2020-11-07 18:32:56,10.57,72.64,83.16,73,0,5.99,clear sky
403,Selcuk,TR,2020-11-07 18:32:56,37.95,27.37,64.4,51,0,21.92,clear sky
404,Dharchula,IN,2020-11-07 18:32:56,29.85,80.53,51.31,45,0,3.02,clear sky
405,Eenhana,NA,2020-11-07 18:32:56,-17.47,16.33,82.85,15,28,7.05,scattered clouds
406,Paredon,MX,2020-11-07 18:32:56,16.03,-93.87,88.99,52,3,12.33,clear sky
407,Poyarkovo,RU,2020-11-07 18:32:57,49.6,128.68,22.91,97,100,5.37,overcast clouds
408,Okha,RU,2020-11-07 18:32:57,53.57,142.95,25.32,89,71,8.63,broken clouds
409,Manaure,CO,2020-11-07 18:32:57,11.78,-72.44,83.64,69,99,14.23,overcast clouds
410,Bulgan,MN,2020-11-07 18:32:57,48.81,103.53,27.18,84,0,2.91,clear sky
411,Tashara,RU,2020-11-07 18:32:57,55.52,83.51,40.82,100,98,5.79,overcast clouds
412,Jalu,LY,2020-11-07 18:32:57,29.03,21.55,66.69,54,0,14.16,clear sky
413,Labrea,BR,2020-11-07 18:32:58,-7.26,-64.8,95.49,40,77,2.42,broken clouds
414,Rio Grande,BR,2020-11-07 18:32:58,-32.03,-52.1,73.4,69,75,18.34,broken clouds
415,Sur,OM,2020-11-07 18:32:58,22.57,59.53,75.63,77,0,7.18,clear sky
416,Shimoda,JP,2020-11-07 18:32:58,34.67,138.95,63.0,91,95,1.01,overcast clouds
417,Manta,EC,2020-11-07 18:32:52,-0.95,-80.73,78.8,69,75,13.87,broken clouds
418,Berbera,SO,2020-11-07 18:32:58,10.44,45.01,79.34,72,1,2.48,clear sky
419,Jabinyanah,TN,2020-11-07 18:32:59,35.03,10.91,68.0,72,20,2.24,few clouds
420,Dijkot,PK,2020-11-07 18:32:59,31.22,72.98,65.3,26,0,2.04,clear sky
421,Touho,NC,2020-11-07 18:32:59,-20.78,165.23,74.68,71,0,5.61,clear sky
422,Omsukchan,RU,2020-11-07 18:32:59,62.53,155.8,-1.39,89,100,4.68,overcast clouds
423,Geraldton,AU,2020-11-07 18:32:59,-28.77,114.6,69.8,73,90,9.17,overcast clouds
424,Te Anau,NZ,2020-11-07 18:32:59,-45.42,167.72,40.66,88,98,6.13,overcast clouds
425,Dingle,PH,2020-11-07 18:32:59,11.0,122.67,73.35,92,100,3.11,overcast clouds
426,Pleshanovo,RU,2020-11-07 18:33:00,52.83,53.48,33.62,92,76,10.33,broken clouds
427,Fort Nelson,CA,2020-11-07 18:30:05,58.81,-122.7,5.0,84,75,5.08,broken clouds
428,Harper,LR,2020-11-07 18:32:08,4.38,-7.72,79.66,83,99,5.73,overcast clouds
429,Padang,ID,2020-11-07 18:33:00,-0.95,100.35,77.23,81,100,3.78,moderate rain
430,Mananara,MG,2020-11-07 18:33:00,-16.17,49.77,72.18,88,37,3.62,scattered clouds
431,Emmett,US,2020-11-07 18:33:01,43.87,-116.5,48.0,70,100,5.46,overcast clouds
432,Erzin,TR,2020-11-07 18:33:01,36.96,36.2,64.99,52,0,3.0,clear sky
433,Teluk Intan,MY,2020-11-07 18:33:01,4.03,101.02,77.0,94,20,1.81,heavy intensity rain
434,Lompoc,US,2020-11-07 18:31:38,34.64,-120.46,57.2,71,40,4.7,scattered clouds
435,Zhuanghe,CN,2020-11-07 18:33:01,39.7,122.99,42.01,23,0,3.0,clear sky
436,Comodoro Rivadavia,AR,2020-11-07 18:32:20,-45.87,-67.5,66.2,45,0,14.99,clear sky
437,Guinticgan,PH,2020-11-07 18:33:01,11.56,123.12,77.34,83,96,8.7,overcast clouds
438,Arcata,US,2020-11-07 18:33:02,40.87,-124.08,53.6,58,1,11.1,clear sky
439,Torquay,GB,2020-11-07 18:32:01,50.46,-3.51,57.0,97,100,11.5,overcast clouds
440,Tigil,RU,2020-11-07 18:33:02,57.8,158.67,26.42,94,95,4.92,overcast clouds
441,Aldergrove,CA,2020-11-07 18:29:07,49.06,-122.47,41.0,80,75,10.29,shower rain
442,Mae Ramat,TH,2020-11-07 18:33:02,16.98,98.52,71.87,89,63,2.01,broken clouds
443,Majene,ID,2020-11-07 18:33:02,-3.54,118.97,77.97,86,69,4.45,broken clouds
444,Registro,BR,2020-11-07 18:33:02,-24.49,-47.84,78.98,51,0,7.76,clear sky
445,Clyde River,CA,2020-11-07 18:33:03,70.47,-68.59,-2.2,84,20,4.7,few clouds
446,Satipo,PE,2020-11-07 18:33:03,-11.25,-74.64,91.33,39,4,1.14,light rain
447,Muzhi,RU,2020-11-07 18:33:03,65.37,64.67,29.28,99,100,1.3,overcast clouds
448,Necochea,AR,2020-11-07 18:33:03,-38.55,-58.74,64.99,75,1,8.01,clear sky
449,Virginia Beach,US,2020-11-07 18:28:53,36.85,-75.98,73.0,65,0,1.99,clear sky
450,Lorengau,PG,2020-11-07 18:31:50,-2.02,147.27,81.1,75,33,8.72,scattered clouds
451,Acandi,CO,2020-11-07 18:33:04,8.51,-77.28,86.43,57,6,3.87,clear sky
452,Maniitsoq,GL,2020-11-07 18:33:04,65.42,-52.9,22.03,87,100,15.1,overcast clouds
453,La Asuncion,VE,2020-11-07 18:33:04,11.03,-63.86,83.77,73,99,13.89,overcast clouds
454,Husnicioara,RO,2020-11-07 18:33:04,44.68,22.84,48.09,76,100,2.44,overcast clouds
455,Cedar City,US,2020-11-07 18:32:13,37.68,-113.06,50.0,53,90,18.34,overcast clouds
456,Siocon,PH,2020-11-07 18:33:04,7.71,122.14,75.92,85,100,1.34,overcast clouds
457,Krasnoborsk,RU,2020-11-07 18:33:05,61.56,45.93,35.02,88,100,8.46,light rain
458,Bikaner,IN,2020-11-07 18:30:06,28.02,73.3,70.59,23,0,3.58,clear sky
459,Juneau,US,2020-11-07 18:33:05,58.3,-134.42,28.0,98,98,4.14,overcast clouds
460,Lima,PE,2020-11-07 18:30:38,-12.04,-77.03,68.0,68,90,11.41,overcast clouds
461,Fortuna,US,2020-11-07 18:30:10,40.6,-124.16,53.01,81,75,17.22,broken clouds
462,Broken Hill,AU,2020-11-07 18:33:05,-31.95,141.43,59.0,33,0,11.41,clear sky
463,Les Cayes,HT,2020-11-07 18:33:06,18.2,-73.75,80.87,80,100,11.68,overcast clouds
464,Vaitape,PF,2020-11-07 18:33:06,-16.52,-151.75,79.61,78,59,13.2,broken clouds
465,Along,IN,2020-11-07 18:33:06,28.17,94.77,57.07,55,0,2.19,clear sky
466,Asosa,ET,2020-11-07 18:33:06,10.07,34.53,64.49,57,99,3.67,overcast clouds
467,Tommot,RU,2020-11-07 18:33:06,58.96,126.29,0.05,90,100,7.87,overcast clouds
468,Luanda,AO,2020-11-07 18:33:06,-8.84,13.23,78.8,83,75,9.17,broken clouds
469,Lerwick,GB,2020-11-07 18:33:07,60.15,-1.15,44.6,93,100,3.11,haze
470,Bundaberg,AU,2020-11-07 18:33:07,-24.85,152.35,73.0,60,90,14.99,overcast clouds
471,Lar,IN,2020-11-07 18:33:07,26.2,83.97,69.06,42,0,2.82,clear sky
472,Bandar-E Lengeh,IR,2020-11-07 18:33:07,26.56,54.88,77.0,73,0,4.7,clear sky
473,Pran Buri,TH,2020-11-07 18:33:07,12.38,99.91,77.0,88,88,7.0,overcast clouds
474,Rimbey,CA,2020-11-07 18:33:07,52.63,-114.24,28.4,92,100,12.75,light rain
475,Vigrestad,NO,2020-11-07 18:33:07,58.57,5.7,45.0,99,100,7.38,overcast clouds
476,Los Llanos De Aridane,ES,2020-11-07 18:33:08,28.66,-17.92,71.6,60,20,2.24,few clouds
477,Strezhevoy,RU,2020-11-07 18:32:05,60.73,77.59,35.6,74,0,4.47,clear sky
478,Fort Walton Beach,US,2020-11-07 18:33:08,30.41,-86.62,77.0,69,40,3.36,scattered clouds
479,Belaya Gora,RU,2020-11-07 18:33:08,68.53,146.42,-2.72,92,100,3.91,overcast clouds
480,Nauta,PE,2020-11-07 18:33:08,-4.51,-73.58,96.57,39,7,4.52,clear sky
481,Aktash,RU,2020-11-07 18:33:08,50.3,87.73,19.72,93,41,5.06,scattered clouds
482,Abha,SA,2020-11-07 18:33:09,18.22,42.51,62.6,72,0,2.3,clear sky
483,Amos,CA,2020-11-07 18:33:09,48.57,-78.12,44.6,93,90,3.67,mist
484,Baracoa,CU,2020-11-07 18:33:09,20.35,-74.5,76.91,85,100,1.52,overcast clouds
485,Bergisch Gladbach,DE,2020-11-07 18:33:09,50.98,7.13,54.0,62,0,4.7,clear sky
486,Coihaique,CL,2020-11-07 18:31:04,-45.58,-72.07,66.2,37,0,5.82,clear sky
487,Kotka,FI,2020-11-07 18:33:09,60.47,26.95,46.4,81,75,11.41,broken clouds
488,George,ZA,2020-11-07 18:33:10,-33.96,22.46,62.6,67,0,9.17,clear sky
489,Lasa,IT,2020-11-07 18:33:10,46.62,10.7,48.0,75,5,1.92,clear sky
490,Portoferraio,IT,2020-11-07 18:33:10,42.81,10.31,59.0,82,20,4.7,few clouds
491,Slave Lake,CA,2020-11-07 18:32:03,55.28,-114.77,21.2,62,1,9.17,clear sky
492,Coquimbo,CL,2020-11-07 18:31:11,-29.95,-71.34,64.4,63,40,11.41,scattered clouds
493,Chengzihe,CN,2020-11-07 18:33:10,45.33,131.07,30.88,87,100,3.27,snow
494,Margate,GB,2020-11-07 18:31:13,51.38,1.39,54.0,89,22,1.99,few clouds
495,Ciro Marina,IT,2020-11-07 18:33:11,39.37,17.13,59.0,77,0,6.93,clear sky
496,Ugento,IT,2020-11-07 18:33:11,39.93,18.16,60.8,77,5,9.17,clear sky
497,Palanpur,IN,2020-11-07 18:33:11,24.17,72.43,72.25,30,0,2.37,clear sky
498,Ialibu,PG,2020-11-07 18:33:11,-6.28,143.99,55.72,98,100,1.19,overcast clouds
499,Seara,PT,2020-11-07 18:33:11,41.18,-7.8,57.99,9,94,5.19,light rain
500,Tezu,IN,2020-11-07 18:33:11,27.92,96.17,66.72,41,0,4.05,clear sky
501,Malanje,AO,2020-11-07 18:33:12,-9.54,16.34,67.37,95,100,3.11,light rain
502,Launceston,AU,2020-11-07 18:31:13,-41.45,147.17,42.8,75,75,4.7,broken clouds
503,Ponta Delgada,PT,2020-11-07 18:33:12,37.73,-25.67,62.6,63,40,11.41,scattered clouds
504,Presidencia Roque Saenz Pena,AR,2020-11-07 18:33:12,-26.79,-60.44,95.61,21,20,5.21,few clouds
505,Aberdeen,GB,2020-11-07 18:30:00,57.14,-2.1,46.4,93,90,3.76,overcast clouds
506,Buala,SB,2020-11-07 18:33:12,-8.14,159.59,79.65,76,2,3.11,clear sky
507,Palu,ID,2020-11-07 18:33:13,-0.89,119.87,75.83,81,100,2.57,moderate rain
508,Olinda,BR,2020-11-07 18:33:13,-8.01,-34.86,84.2,74,75,16.11,broken clouds
509,Iwaki,JP,2020-11-07 18:33:13,37.05,140.88,64.0,72,14,3.0,few clouds
510,Teya,RU,2020-11-07 18:33:13,60.38,92.63,37.98,85,100,11.01,overcast clouds
511,Beringovskiy,RU,2020-11-07 18:33:13,63.05,179.32,27.81,86,0,5.01,clear sky
512,Simoes,BR,2020-11-07 18:33:14,-7.6,-40.82,92.52,30,59,10.13,broken clouds
513,Mindelo,CV,2020-11-07 18:33:14,16.89,-24.98,82.4,61,75,18.34,broken clouds
514,Turiacu,BR,2020-11-07 18:33:14,-1.66,-45.37,89.28,53,71,9.69,broken clouds
515,Chandia,IN,2020-11-07 18:33:14,23.65,80.7,60.24,43,0,2.59,clear sky
516,Fuling,CN,2020-11-07 18:33:14,29.7,107.39,58.28,75,0,1.59,light rain
517,Mackay,AU,2020-11-07 18:33:14,-21.15,149.2,75.2,88,90,18.34,light rain
518,Maniwaki,CA,2020-11-07 18:33:15,46.38,-75.97,64.4,59,100,8.05,overcast clouds
519,Zapotiltic,MX,2020-11-07 18:33:15,19.62,-103.43,80.6,61,20,4.05,few clouds
520,Puerto Escondido,MX,2020-11-07 18:33:15,15.85,-97.07,87.8,66,20,8.05,few clouds
521,Gijon,ES,2020-11-07 18:33:15,43.54,-5.66,63.0,83,7,4.0,clear sky
522,Fonte Boa,BR,2020-11-07 18:33:15,-2.5,-66.27,82.81,83,100,4.83,overcast clouds
523,Thinadhoo,MV,2020-11-07 18:33:15,0.53,72.93,84.52,67,100,4.74,overcast clouds
524,Igarka,RU,2020-11-07 18:33:15,67.47,86.58,13.32,96,100,14.65,light snow
525,Vodnyy,RU,2020-11-07 18:33:16,63.5,53.41,32.95,96,99,7.0,overcast clouds
526,Toropets,RU,2020-11-07 18:33:07,56.5,31.64,45.79,93,100,12.73,light rain
527,Dickinson,US,2020-11-07 18:31:58,29.46,-95.05,80.01,69,1,3.36,clear sky
528,Yarada,IN,2020-11-07 18:33:16,17.65,83.27,80.6,78,40,2.24,mist
529,Sinnamary,GF,2020-11-07 18:33:16,5.38,-52.95,84.18,74,24,14.88,few clouds
530,Briancon,FR,2020-11-07 18:33:16,44.9,6.65,51.01,86,97,2.71,overcast clouds
531,Coaldale,CA,2020-11-07 18:30:02,49.72,-112.62,33.01,94,90,6.93,mist
532,Tazovskiy,RU,2020-11-07 18:33:17,67.47,78.7,27.91,99,100,6.76,light snow
533,Tourlaville,FR,2020-11-07 18:33:17,49.64,-1.57,57.0,87,0,8.05,clear sky
534,Wesselsbron,ZA,2020-11-07 18:33:17,-27.85,26.37,78.37,23,0,5.19,clear sky
535,Cotui,DO,2020-11-07 18:33:17,19.05,-70.15,84.2,79,40,9.19,scattered clouds
536,Jijiga,ET,2020-11-07 18:33:17,9.35,42.8,65.98,74,18,3.67,light rain
537,Abu Zabad,SD,2020-11-07 18:33:17,12.35,29.25,77.5,20,100,9.1,overcast clouds
538,Neiafu,TO,2020-11-07 18:32:29,-18.65,-173.98,69.8,83,20,14.0,few clouds
539,Bismarck,US,2020-11-07 18:33:18,46.81,-100.78,35.6,54,90,10.29,overcast clouds
540,San Ramon,US,2020-11-07 18:30:28,37.78,-121.98,59.0,50,40,3.36,scattered clouds
541,Arinos,BR,2020-11-07 18:33:18,-15.92,-46.11,85.73,56,100,4.12,overcast clouds
542,Santa Vitoria Do Palmar,BR,2020-11-07 18:33:18,-33.52,-53.37,69.4,70,13,12.21,few clouds
