City_ID,City,Country,Max Temp,Weather Description,Lat,Lng,Hotel Name
578,Tabou,CI,79.23,broken clouds,4.42,-7.35,hotêl doufoulougou
581,Saint-Georges,GD,86.0,few clouds,12.06,-61.75,Siesta Hotel
589,Kloulklubed,PW,77.0,overcast clouds,7.04,134.26,Storyboard Beach Resort
590,Santa Rosa,PH,75.2,moderate rain,14.31,121.11,Erlyn’s Sta Rosa City Home
597,Ondjiva,AO,84.02,clear sky,-17.07,15.73,SOS Motel
599,Neiba,DO,82.4,light rain,18.5,-71.42,Ángel David Cuevas Mendez
602,Watertown,US,77.0,clear sky,42.37,-71.18,"Freepoint Hotel Cambridge, a Tapestry Collection"
607,Katherine,AU,78.8,clear sky,-14.47,132.27,Pine Tree Motel
615,Matanzas,CU,78.8,broken clouds,23.04,-81.58,Hostal Pedro
618,Mafinga,TZ,75.22,clear sky,-7.25,35.07,
620,Hobyo,SO,79.84,clear sky,5.35,48.53,Osmani Hotel
622,Ambon,ID,75.99,overcast clouds,-3.7,128.18,Swiss-Belhotel Ambon
625,Bom Jesus,BR,86.41,light rain,-9.07,-44.36,Hotel Brasão & Floricultura Bella Flor
629,Pontianak,ID,77.4,overcast clouds,-0.03,109.33,Aston Pontianak Hotel & Convention Center
641,Manggar,ID,80.42,moderate rain,-2.88,108.27,Guest Hotel
642,Arlit,NE,79.38,clear sky,18.74,7.39,Hôtel Telwa Bungalow
644,Nisia Floresta,BR,87.8,scattered clouds,-6.09,-35.21,Rancho Crepusculo
645,Nampula,MZ,84.0,clear sky,-15.12,39.27,Tacab Residencial
646,Lufilufi,WS,78.8,broken clouds,-13.87,-171.6,Leuaina Beach Resort and Spa
648,Morris,US,77.0,clear sky,40.83,-74.53,Parsippany Inn and Suites Morris Plains
650,Bolivar,US,75.0,clear sky,37.61,-93.41,Comfort Inn Bolivar
652,Salto,UY,82.4,scattered clouds,-31.38,-57.97,Gran Hotel Uruguay
660,Cocorit,MX,84.2,few clouds,27.58,-109.97,Kaba Motel
663,Kilindoni,TZ,80.89,clear sky,-7.91,39.67,Bustani B&B
669,Saravena,CO,84.43,moderate rain,6.95,-71.88,Hotel sarare inn
672,Tamandare,BR,80.76,few clouds,-8.76,-35.1,Pousada 100 Passos
675,Mayo,US,75.0,clear sky,38.89,-76.51,Resorts Resource Group International
677,Keti Bandar,PK,78.08,clear sky,24.14,67.45,Haji laloo memon house
680,San Felipe,VE,82.2,overcast clouds,10.34,-68.74,Posada Llovizna Rodríguez
682,Kieta,PG,78.17,clear sky,-6.22,155.63,
684,Sorong,ID,80.29,overcast clouds,-0.88,131.25,The Waigo Hotel
687,Kinshasa,CD,84.2,few clouds,-4.32,15.32,Kabinda Center
689,Sabang,ID,80.22,overcast clouds,5.89,95.32,Hotel Citra
690,Puro,PH,77.4,overcast clouds,12.48,123.38,
692,Kununurra,AU,75.2,scattered clouds,-15.77,128.73,Hotel Kununurra
696,Kulhudhuffushi,MV,83.7,light rain,6.62,73.07,Haajy Guest House 1
702,Manuk Mangkaw,PH,82.38,overcast clouds,4.8,119.85,
703,Naze,JP,75.2,light rain,28.37,129.48,奄美ポートタワーホテル
704,Havelock,US,79.0,clear sky,34.88,-76.9,Sherwood Motel
705,Srandakan,ID,77.38,scattered clouds,-7.94,110.25,Puri Brata
707,Ovalle,CL,79.32,clear sky,-30.6,-71.2,Hotel Altos de Tuqui
708,Mahajanga,MG,80.6,few clouds,-15.72,46.32,Restaurant Greedy Coco Lodge Majunga
